pid,x,y,north,east,acres
9742,3,87,-118784,-372736,42.6020
9854,3,88,-126976,-372736,408.7751
13326,3,119,-380928,-372736,327.9207
13438,3,120,-389120,-372736,152.0315
9405,4,84,-94208,-364544,146.3844
9517,4,85,-102400,-364544,156.0909
9629,4,86,-110592,-364544,675.0776
9741,4,87,-118784,-364544,1796.2901
9853,4,88,-126976,-364544,734.7318
10301,4,92,-159744,-364544,204.2049
10637,4,95,-184320,-364544,247.3865
12989,4,116,-356352,-364544,57.5893
13101,4,117,-364544,-364544,103.3590
13213,4,118,-372736,-364544,33.7537
13325,4,119,-380928,-364544,302.4795
13437,4,120,-389120,-364544,41.3491
13549,4,121,-397312,-364544,467.1745
13661,4,122,-405504,-364544,24.1196
9068,5,81,-69632,-356352,134.5744
9180,5,82,-77824,-356352,1162.4334
9292,5,83,-86016,-356352,934.0377
9404,5,84,-94208,-356352,2054.5272
9516,5,85,-102400,-356352,780.2506
9628,5,86,-110592,-356352,117.8649
9740,5,87,-118784,-356352,16.6546
10076,5,90,-143360,-356352,13.8107
10188,5,91,-151552,-356352,109.3068
10300,5,92,-159744,-356352,162.7145
10524,5,94,-176128,-356352,9.4242
10636,5,95,-184320,-356352,45.8823
10860,5,97,-200704,-356352,31.6746
11308,5,101,-233472,-356352,42.6984
11420,5,102,-241664,-356352,30.7642
12876,5,115,-348160,-356352,17.8128
12988,5,116,-356352,-356352,59.7804
13100,5,117,-364544,-356352,517.0982
13212,5,118,-372736,-356352,349.9848
13324,5,119,-380928,-356352,32.7946
13436,5,120,-389120,-356352,87.7772
13660,5,122,-405504,-356352,342.4364
13772,5,123,-413696,-356352,84.8162
1451,6,13,487424,-348160,78.7248
1563,6,14,479232,-348160,1008.3065
1675,6,15,471040,-348160,1571.2371
1787,6,16,462848,-348160,66.1415
1899,6,17,454656,-348160,182.8562
8955,6,80,-61440,-348160,1307.8110
9067,6,81,-69632,-348160,247.2965
9179,6,82,-77824,-348160,1242.6209
9291,6,83,-86016,-348160,1101.8680
9403,6,84,-94208,-348160,51.9672
9515,6,85,-102400,-348160,27.9189
9627,6,86,-110592,-348160,31.7474
9739,6,87,-118784,-348160,66.5722
9851,6,88,-126976,-348160,190.8945
10859,6,97,-200704,-348160,107.4643
10971,6,98,-208896,-348160,403.1618
11083,6,99,-217088,-348160,420.6870
11195,6,100,-225280,-348160,4449.2392
11307,6,101,-233472,-348160,857.0336
11419,6,102,-241664,-348160,467.0750
12651,6,113,-331776,-348160,68.1956
12763,6,114,-339968,-348160,58.1061
12875,6,115,-348160,-348160,273.4669
13211,6,118,-372736,-348160,217.1854
13323,6,119,-380928,-348160,215.4551
13659,6,122,-405504,-348160,95.3112
13771,6,123,-413696,-348160,51.2241
1338,7,12,495616,-339968,81.0309
1450,7,13,487424,-339968,88.7911
1562,7,14,479232,-339968,41.5278
1674,7,15,471040,-339968,1767.0134
2010,7,18,446464,-339968,1354.0909
8506,7,76,-28672,-339968,14.8896
8618,7,77,-36864,-339968,7.7076
8730,7,78,-45056,-339968,12.5684
8842,7,79,-53248,-339968,86.8480
8954,7,80,-61440,-339968,89.2892
9066,7,81,-69632,-339968,153.4645
9178,7,82,-77824,-339968,455.0801
9290,7,83,-86016,-339968,1357.8442
9402,7,84,-94208,-339968,2552.9207
9514,7,85,-102400,-339968,1955.7192
9626,7,86,-110592,-339968,23.0151
9738,7,87,-118784,-339968,183.2348
9850,7,88,-126976,-339968,250.7854
10746,7,96,-192512,-339968,33.3872
11194,7,100,-225280,-339968,1407.4776
11306,7,101,-233472,-339968,228.0611
11418,7,102,-241664,-339968,12.3797
11642,7,104,-258048,-339968,47.1617
11754,7,105,-266240,-339968,75.6122
12090,7,108,-290816,-339968,699.4232
12202,7,109,-299008,-339968,88.3858
12538,7,112,-323584,-339968,18.4710
12650,7,113,-331776,-339968,63.4947
12762,7,114,-339968,-339968,93.6516
13210,7,118,-372736,-339968,84.6555
1449,8,13,487424,-331776,524.0191
1561,8,14,479232,-331776,91.8410
1673,8,15,471040,-331776,3133.2266
1785,8,16,462848,-331776,720.5436
1897,8,17,454656,-331776,1757.2128
2009,8,18,446464,-331776,3138.1068
2121,8,19,438272,-331776,50.1139
2233,8,20,430080,-331776,2.5460
2345,8,21,421888,-331776,226.6988
8057,8,72,4096,-331776,9.0534
8169,8,73,-4096,-331776,58.8220
8281,8,74,-12288,-331776,275.1975
8393,8,75,-20480,-331776,185.5821
8505,8,76,-28672,-331776,18.5256
8617,8,77,-36864,-331776,36.2142
8729,8,78,-45056,-331776,16.2352
8841,8,79,-53248,-331776,1.7890
8953,8,80,-61440,-331776,675.1633
9065,8,81,-69632,-331776,78.8168
9177,8,82,-77824,-331776,907.0421
9289,8,83,-86016,-331776,1170.1373
9401,8,84,-94208,-331776,961.6748
9513,8,85,-102400,-331776,325.3136
9625,8,86,-110592,-331776,1238.9304
9737,8,87,-118784,-331776,312.3351
12313,8,110,-307200,-331776,29.1777
12649,8,113,-331776,-331776,126.9951
12761,8,114,-339968,-331776,113.4486
12985,8,116,-356352,-331776,13.0440
13097,8,117,-364544,-331776,31.8327
13209,8,118,-372736,-331776,1.9757
13321,8,119,-380928,-331776,74.0927
13433,8,120,-389120,-331776,409.6247
13545,8,121,-397312,-331776,18.8639
13769,8,123,-413696,-331776,31.9451
1448,9,13,487424,-323584,96.2561
1560,9,14,479232,-323584,413.8338
1672,9,15,471040,-323584,344.7940
1784,9,16,462848,-323584,904.9030
1896,9,17,454656,-323584,1397.5257
2008,9,18,446464,-323584,474.4923
2120,9,19,438272,-323584,358.4105
2232,9,20,430080,-323584,500.0415
2344,9,21,421888,-323584,369.1607
2568,9,23,405504,-323584,106.7234
6824,9,61,94208,-323584,224.5239
6936,9,62,86016,-323584,163.5054
7048,9,63,77824,-323584,33.0188
7160,9,64,69632,-323584,422.2694
7272,9,65,61440,-323584,712.3669
7384,9,66,53248,-323584,190.8950
7496,9,67,45056,-323584,9.8388
7608,9,68,36864,-323584,57.2557
7944,9,71,12288,-323584,93.5889
8056,9,72,4096,-323584,277.0554
8168,9,73,-4096,-323584,466.3708
8280,9,74,-12288,-323584,10.5783
8392,9,75,-20480,-323584,67.2819
8840,9,79,-53248,-323584,40.4235
8952,9,80,-61440,-323584,49.3033
9064,9,81,-69632,-323584,14.5176
9176,9,82,-77824,-323584,168.5926
9288,9,83,-86016,-323584,801.4750
9400,9,84,-94208,-323584,42.7950
9512,9,85,-102400,-323584,207.1567
9624,9,86,-110592,-323584,69.6502
11528,9,103,-249856,-323584,22.3739
12424,9,111,-315392,-323584,19.8263
12760,9,114,-339968,-323584,33.8785
12872,9,115,-348160,-323584,321.1404
13096,9,117,-364544,-323584,73.6661
13208,9,118,-372736,-323584,183.7486
13320,9,119,-380928,-323584,249.9058
13432,9,120,-389120,-323584,0.8585
13992,9,125,-430080,-323584,241.2247
15448,9,138,-536576,-323584,31.1266
15672,9,140,-552960,-323584,128.4225
1559,10,14,479232,-315392,943.5495
1671,10,15,471040,-315392,1981.8480
1783,10,16,462848,-315392,363.8814
1895,10,17,454656,-315392,19.2676
2231,10,20,430080,-315392,329.5607
2455,10,22,413696,-315392,101.8498
3015,10,27,372736,-315392,5.4134
3127,10,28,364544,-315392,975.2462
3239,10,29,356352,-315392,930.9688
3351,10,30,348160,-315392,850.4253
3687,10,33,323584,-315392,53.4215
6263,10,56,135168,-315392,0.8829
6487,10,58,118784,-315392,50.0656
6599,10,59,110592,-315392,66.9562
6711,10,60,102400,-315392,390.3705
6823,10,61,94208,-315392,1547.2953
6935,10,62,86016,-315392,699.6271
7047,10,63,77824,-315392,11.1089
7159,10,64,69632,-315392,66.7107
7271,10,65,61440,-315392,83.7775
7383,10,66,53248,-315392,36.4590
7495,10,67,45056,-315392,28.0318
7607,10,68,36864,-315392,4.6049
7943,10,71,12288,-315392,0.2211
9287,10,83,-86016,-315392,322.5072
9399,10,84,-94208,-315392,15.9300
9623,10,86,-110592,-315392,0.5901
13095,10,117,-364544,-315392,0.5742
13207,10,118,-372736,-315392,150.1847
13319,10,119,-380928,-315392,75.7579
13431,10,120,-389120,-315392,98.0334
13543,10,121,-397312,-315392,26.8601
1558,11,14,479232,-307200,171.6040
1670,11,15,471040,-307200,1729.2133
2230,11,20,430080,-307200,115.7440
3014,11,27,372736,-307200,0.4525
3126,11,28,364544,-307200,1494.3065
3238,11,29,356352,-307200,2981.6502
3350,11,30,348160,-307200,523.1741
3462,11,31,339968,-307200,165.8185
3574,11,32,331776,-307200,257.9395
3686,11,33,323584,-307200,666.6099
3798,11,34,315392,-307200,350.4203
4358,11,39,274432,-307200,43.5398
4470,11,40,266240,-307200,1228.8243
4694,11,42,249856,-307200,58.0229
5030,11,45,225280,-307200,126.2249
5142,11,46,217088,-307200,463.7605
5254,11,47,208896,-307200,35.0286
5366,11,48,200704,-307200,39.1291
5590,11,50,184320,-307200,14.1546
5814,11,52,167936,-307200,176.2044
5926,11,53,159744,-307200,145.9566
6038,11,54,151552,-307200,245.4702
6150,11,55,143360,-307200,583.6567
6262,11,56,135168,-307200,239.1296
6374,11,57,126976,-307200,39.9913
6486,11,58,118784,-307200,53.4585
6710,11,60,102400,-307200,72.9434
6822,11,61,94208,-307200,2047.8546
6934,11,62,86016,-307200,1375.2870
7046,11,63,77824,-307200,10.8530
7158,11,64,69632,-307200,236.5309
7942,11,71,12288,-307200,192.6386
8166,11,73,-4096,-307200,51.2746
8278,11,74,-12288,-307200,70.2835
8502,11,76,-28672,-307200,14.0221
8614,11,77,-36864,-307200,27.1805
8726,11,78,-45056,-307200,523.2114
9398,11,84,-94208,-307200,12.9048
9510,11,85,-102400,-307200,666.1508
9622,11,86,-110592,-307200,14.8188
10742,11,96,-192512,-307200,100.8394
10854,11,97,-200704,-307200,898.6675
10966,11,98,-208896,-307200,631.3539
11078,11,99,-217088,-307200,25.5580
12646,11,113,-331776,-307200,8.0328
13430,11,120,-389120,-307200,95.5959
13542,11,121,-397312,-307200,73.6664
13654,11,122,-405504,-307200,55.7541
13766,11,123,-413696,-307200,401.6684
15222,11,136,-520192,-307200,27.3485
16006,11,143,-577536,-307200,13.8598
1669,12,15,471040,-299008,290.7124
1781,12,16,462848,-299008,13.1554
2901,12,26,380928,-299008,110.3706
3013,12,27,372736,-299008,971.8679
3125,12,28,364544,-299008,3106.3695
3237,12,29,356352,-299008,997.2178
3349,12,30,348160,-299008,472.3330
3461,12,31,339968,-299008,4.0631
3573,12,32,331776,-299008,1982.5639
3685,12,33,323584,-299008,188.7340
3797,12,34,315392,-299008,158.9659
3909,12,35,307200,-299008,380.7333
4021,12,36,299008,-299008,172.3387
4133,12,37,290816,-299008,902.0917
4245,12,38,282624,-299008,275.0629
4357,12,39,274432,-299008,14.5351
4469,12,40,266240,-299008,100.6789
4581,12,41,258048,-299008,86.7035
4693,12,42,249856,-299008,120.1818
4805,12,43,241664,-299008,1232.6480
4917,12,44,233472,-299008,2395.2918
5029,12,45,225280,-299008,1473.4559
5141,12,46,217088,-299008,831.4542
5253,12,47,208896,-299008,365.6610
5365,12,48,200704,-299008,869.6254
5477,12,49,192512,-299008,42.4094
5701,12,51,176128,-299008,334.4146
5813,12,52,167936,-299008,2626.6932
5925,12,53,159744,-299008,743.6558
6037,12,54,151552,-299008,201.2564
6149,12,55,143360,-299008,149.4777
6373,12,57,126976,-299008,357.9358
6485,12,58,118784,-299008,281.8972
6597,12,59,110592,-299008,72.9248
6709,12,60,102400,-299008,33.5128
6821,12,61,94208,-299008,697.3007
6933,12,62,86016,-299008,942.7946
7045,12,63,77824,-299008,244.2571
7157,12,64,69632,-299008,2.4910
7381,12,66,53248,-299008,25.0237
7493,12,67,45056,-299008,54.8969
7829,12,70,20480,-299008,20.8969
8053,12,72,4096,-299008,0.6477
8165,12,73,-4096,-299008,54.4522
8277,12,74,-12288,-299008,60.7207
8389,12,75,-20480,-299008,0.7979
8501,12,76,-28672,-299008,239.7320
8613,12,77,-36864,-299008,283.4320
9061,12,81,-69632,-299008,1.6252
9173,12,82,-77824,-299008,54.5161
9285,12,83,-86016,-299008,42.6908
9397,12,84,-94208,-299008,820.9589
9509,12,85,-102400,-299008,2560.4869
9621,12,86,-110592,-299008,78.2258
10517,12,94,-176128,-299008,51.0659
10629,12,95,-184320,-299008,849.6972
10741,12,96,-192512,-299008,1666.3939
10853,12,97,-200704,-299008,3111.1109
10965,12,98,-208896,-299008,1723.4255
11077,12,99,-217088,-299008,31.2376
13877,12,124,-421888,-299008,33.1042
14773,12,132,-487424,-299008,38.6701
16117,12,144,-585728,-299008,99.4384
1668,13,15,471040,-290816,62.4835
1780,13,16,462848,-290816,4.8870
2900,13,26,380928,-290816,607.3548
3012,13,27,372736,-290816,3568.5173
3124,13,28,364544,-290816,1144.0347
3236,13,29,356352,-290816,2043.9541
3348,13,30,348160,-290816,326.2925
3460,13,31,339968,-290816,16.6138
3572,13,32,331776,-290816,374.3878
3684,13,33,323584,-290816,812.2986
3796,13,34,315392,-290816,547.6249
3908,13,35,307200,-290816,119.3516
4020,13,36,299008,-290816,643.5900
4132,13,37,290816,-290816,123.6856
4244,13,38,282624,-290816,81.4088
4356,13,39,274432,-290816,368.1701
4468,13,40,266240,-290816,523.6807
4580,13,41,258048,-290816,0.9048
4692,13,42,249856,-290816,89.3003
4804,13,43,241664,-290816,1567.9223
4916,13,44,233472,-290816,505.7851
5028,13,45,225280,-290816,948.5281
5140,13,46,217088,-290816,309.8125
5252,13,47,208896,-290816,126.8587
5364,13,48,200704,-290816,1.0158
5812,13,52,167936,-290816,329.9234
5924,13,53,159744,-290816,69.3894
6036,13,54,151552,-290816,182.8100
6260,13,56,135168,-290816,61.9474
6372,13,57,126976,-290816,1480.6380
6484,13,58,118784,-290816,250.1770
6596,13,59,110592,-290816,14.2128
6708,13,60,102400,-290816,1359.9882
6820,13,61,94208,-290816,383.4010
6932,13,62,86016,-290816,122.6576
7044,13,63,77824,-290816,331.6627
7156,13,64,69632,-290816,65.6840
7380,13,66,53248,-290816,2.3153
7492,13,67,45056,-290816,1384.5747
7604,13,68,36864,-290816,120.6192
7716,13,69,28672,-290816,12.4259
7828,13,70,20480,-290816,92.4857
7940,13,71,12288,-290816,41.4660
8052,13,72,4096,-290816,127.6479
8500,13,76,-28672,-290816,407.9800
8612,13,77,-36864,-290816,2190.5260
8724,13,78,-45056,-290816,301.8440
8836,13,79,-53248,-290816,457.8486
8948,13,80,-61440,-290816,123.8596
9060,13,81,-69632,-290816,24.8973
9172,13,82,-77824,-290816,829.0212
9284,13,83,-86016,-290816,1354.9484
9396,13,84,-94208,-290816,1485.3107
9508,13,85,-102400,-290816,54.5215
9732,13,87,-118784,-290816,34.7961
10292,13,92,-159744,-290816,78.5064
10404,13,93,-167936,-290816,336.4479
10516,13,94,-176128,-290816,38.5994
10628,13,95,-184320,-290816,1154.4083
10740,13,96,-192512,-290816,99.1206
10852,13,97,-200704,-290816,2652.5788
10964,13,98,-208896,-290816,76.2675
13876,13,124,-421888,-290816,32.0525
14884,13,133,-495616,-290816,49.3213
16004,13,143,-577536,-290816,49.6808
16116,13,144,-585728,-290816,123.4646
16228,13,145,-593920,-290816,15.8100
1667,14,15,471040,-282624,340.9332
1779,14,16,462848,-282624,232.4270
3011,14,27,372736,-282624,96.2735
3123,14,28,364544,-282624,1068.3440
3235,14,29,356352,-282624,2612.2829
3347,14,30,348160,-282624,2168.5298
3459,14,31,339968,-282624,1052.4541
3571,14,32,331776,-282624,209.2293
3683,14,33,323584,-282624,1320.6327
3795,14,34,315392,-282624,1444.0882
3907,14,35,307200,-282624,276.5186
4019,14,36,299008,-282624,1845.6580
4131,14,37,290816,-282624,11.0603
4243,14,38,282624,-282624,93.6077
4355,14,39,274432,-282624,276.5364
4467,14,40,266240,-282624,634.8549
4579,14,41,258048,-282624,53.1332
4691,14,42,249856,-282624,151.8867
4803,14,43,241664,-282624,511.6601
4915,14,44,233472,-282624,996.3987
5027,14,45,225280,-282624,1410.2304
5139,14,46,217088,-282624,1897.4802
5251,14,47,208896,-282624,436.4732
5699,14,51,176128,-282624,14.3519
5811,14,52,167936,-282624,46.9152
6147,14,55,143360,-282624,53.6344
6259,14,56,135168,-282624,246.5152
6371,14,57,126976,-282624,1438.7651
6483,14,58,118784,-282624,663.3547
6595,14,59,110592,-282624,31.3511
6707,14,60,102400,-282624,943.4781
6819,14,61,94208,-282624,1154.6349
6931,14,62,86016,-282624,421.1849
7043,14,63,77824,-282624,683.7237
7155,14,64,69632,-282624,611.5063
7379,14,66,53248,-282624,164.0225
7491,14,67,45056,-282624,728.3276
7715,14,69,28672,-282624,1347.7979
7827,14,70,20480,-282624,56.4031
7939,14,71,12288,-282624,568.9251
8051,14,72,4096,-282624,22.6369
8163,14,73,-4096,-282624,400.7242
8275,14,74,-12288,-282624,48.7948
8387,14,75,-20480,-282624,117.4953
8499,14,76,-28672,-282624,221.1647
8611,14,77,-36864,-282624,666.0705
8723,14,78,-45056,-282624,508.2905
8835,14,79,-53248,-282624,38.7400
8947,14,80,-61440,-282624,1153.7884
9059,14,81,-69632,-282624,3182.7006
9171,14,82,-77824,-282624,2468.6356
9283,14,83,-86016,-282624,4459.4230
9395,14,84,-94208,-282624,1950.6999
9507,14,85,-102400,-282624,16.3625
9619,14,86,-110592,-282624,406.1312
9731,14,87,-118784,-282624,47.4229
9955,14,89,-135168,-282624,100.3939
10067,14,90,-143360,-282624,258.0953
10179,14,91,-151552,-282624,777.6654
10291,14,92,-159744,-282624,1736.1924
10403,14,93,-167936,-282624,2385.2657
10515,14,94,-176128,-282624,1015.0854
10627,14,95,-184320,-282624,165.1679
10739,14,96,-192512,-282624,29.7928
14659,14,131,-479232,-282624,41.8591
15219,14,136,-520192,-282624,14.3654
16115,14,144,-585728,-282624,23.3429
16227,14,145,-593920,-282624,62.2706
1778,15,16,462848,-274432,767.6353
3010,15,27,372736,-274432,2249.4036
3122,15,28,364544,-274432,4125.8446
3234,15,29,356352,-274432,4977.8660
3346,15,30,348160,-274432,1793.3725
3458,15,31,339968,-274432,1710.8494
3570,15,32,331776,-274432,288.5012
3682,15,33,323584,-274432,855.6323
3794,15,34,315392,-274432,348.3400
3906,15,35,307200,-274432,341.7429
4018,15,36,299008,-274432,810.6919
4130,15,37,290816,-274432,1915.7029
4242,15,38,282624,-274432,5.7452
4354,15,39,274432,-274432,114.6076
4466,15,40,266240,-274432,903.3157
4578,15,41,258048,-274432,63.9392
4690,15,42,249856,-274432,291.9937
4802,15,43,241664,-274432,2141.2109
4914,15,44,233472,-274432,706.3509
5026,15,45,225280,-274432,702.8810
5138,15,46,217088,-274432,2980.2765
5250,15,47,208896,-274432,475.7165
5362,15,48,200704,-274432,284.0520
6146,15,55,143360,-274432,93.8940
6258,15,56,135168,-274432,1211.4826
6370,15,57,126976,-274432,2541.9069
6482,15,58,118784,-274432,1438.9644
6594,15,59,110592,-274432,222.7272
6706,15,60,102400,-274432,1422.4339
6818,15,61,94208,-274432,1163.3947
6930,15,62,86016,-274432,1546.1964
7042,15,63,77824,-274432,2310.2145
7154,15,64,69632,-274432,1698.1764
7266,15,65,61440,-274432,615.0541
7378,15,66,53248,-274432,562.2857
7490,15,67,45056,-274432,850.1546
7602,15,68,36864,-274432,166.0915
7714,15,69,28672,-274432,366.8080
7826,15,70,20480,-274432,1700.3757
7938,15,71,12288,-274432,1446.6406
8050,15,72,4096,-274432,1070.5738
8162,15,73,-4096,-274432,270.1951
8274,15,74,-12288,-274432,189.6847
8386,15,75,-20480,-274432,38.6122
8498,15,76,-28672,-274432,1087.5374
8610,15,77,-36864,-274432,146.9401
8722,15,78,-45056,-274432,20.7769
8834,15,79,-53248,-274432,1843.7500
8946,15,80,-61440,-274432,3139.8481
9058,15,81,-69632,-274432,1565.9159
9170,15,82,-77824,-274432,1500.9664
9282,15,83,-86016,-274432,1500.4303
9394,15,84,-94208,-274432,1425.3650
9506,15,85,-102400,-274432,305.9449
9618,15,86,-110592,-274432,1373.6793
9730,15,87,-118784,-274432,243.0442
9842,15,88,-126976,-274432,41.4929
9954,15,89,-135168,-274432,302.9319
10066,15,90,-143360,-274432,366.8810
10178,15,91,-151552,-274432,570.9466
10290,15,92,-159744,-274432,464.8965
10402,15,93,-167936,-274432,409.8956
10514,15,94,-176128,-274432,1172.5258
10626,15,95,-184320,-274432,401.0847
10738,15,96,-192512,-274432,884.3815
10850,15,97,-200704,-274432,8.7958
13314,15,119,-380928,-274432,1022.1310
14658,15,131,-479232,-274432,49.6356
15106,15,135,-512000,-274432,11.3999
15218,15,136,-520192,-274432,8.7673
15330,15,137,-528384,-274432,25.0463
15442,15,138,-536576,-274432,2.5334
15554,15,139,-544768,-274432,59.4990
15666,15,140,-552960,-274432,9.9703
15890,15,142,-569344,-274432,11.6784
16450,15,147,-610304,-274432,336.4906
16562,15,148,-618496,-274432,9.8998
1777,16,16,462848,-266240,586.8242
3009,16,27,372736,-266240,1011.5009
3121,16,28,364544,-266240,6246.4690
3233,16,29,356352,-266240,4904.2358
3345,16,30,348160,-266240,3115.3570
3457,16,31,339968,-266240,4633.3294
3569,16,32,331776,-266240,155.8428
3681,16,33,323584,-266240,74.6243
3793,16,34,315392,-266240,2600.8634
3905,16,35,307200,-266240,593.6543
4017,16,36,299008,-266240,278.1319
4129,16,37,290816,-266240,1662.6936
4241,16,38,282624,-266240,15.4861
4353,16,39,274432,-266240,266.5142
4465,16,40,266240,-266240,392.4560
4577,16,41,258048,-266240,738.8620
4689,16,42,249856,-266240,84.5505
4801,16,43,241664,-266240,605.9013
4913,16,44,233472,-266240,305.3059
5025,16,45,225280,-266240,845.5562
5137,16,46,217088,-266240,210.1105
5249,16,47,208896,-266240,937.2888
5361,16,48,200704,-266240,170.1542
5473,16,49,192512,-266240,8.5957
5697,16,51,176128,-266240,92.5884
5809,16,52,167936,-266240,11.2661
5921,16,53,159744,-266240,247.7513
6033,16,54,151552,-266240,391.2291
6145,16,55,143360,-266240,596.6920
6257,16,56,135168,-266240,1611.6136
6369,16,57,126976,-266240,2398.9847
6481,16,58,118784,-266240,2802.3178
6593,16,59,110592,-266240,1365.3152
6705,16,60,102400,-266240,947.7450
6817,16,61,94208,-266240,2333.9386
6929,16,62,86016,-266240,1831.4544
7041,16,63,77824,-266240,233.3522
7153,16,64,69632,-266240,2150.9197
7265,16,65,61440,-266240,3713.4504
7377,16,66,53248,-266240,3211.9068
7489,16,67,45056,-266240,2715.2675
7601,16,68,36864,-266240,2374.4113
7713,16,69,28672,-266240,3666.2002
7825,16,70,20480,-266240,3019.3638
7937,16,71,12288,-266240,1510.6143
8049,16,72,4096,-266240,3883.0304
8161,16,73,-4096,-266240,1466.9580
8273,16,74,-12288,-266240,463.8825
8385,16,75,-20480,-266240,121.6905
8497,16,76,-28672,-266240,433.5526
8609,16,77,-36864,-266240,2984.5286
8721,16,78,-45056,-266240,2807.3386
8833,16,79,-53248,-266240,4669.7017
8945,16,80,-61440,-266240,1082.8874
9057,16,81,-69632,-266240,1829.3498
9169,16,82,-77824,-266240,1025.7403
9281,16,83,-86016,-266240,1341.9734
9393,16,84,-94208,-266240,812.3510
9505,16,85,-102400,-266240,322.7226
9617,16,86,-110592,-266240,1213.4905
9841,16,88,-126976,-266240,447.6126
9953,16,89,-135168,-266240,190.7331
10065,16,90,-143360,-266240,69.3901
10177,16,91,-151552,-266240,121.2516
10289,16,92,-159744,-266240,94.8780
10401,16,93,-167936,-266240,163.9767
10513,16,94,-176128,-266240,96.5123
10625,16,95,-184320,-266240,4982.6847
10737,16,96,-192512,-266240,2337.8479
10849,16,97,-200704,-266240,171.8373
13201,16,118,-372736,-266240,146.6104
13313,16,119,-380928,-266240,324.1270
15553,16,139,-544768,-266240,136.0959
15665,16,140,-552960,-266240,20.4359
15889,16,142,-569344,-266240,89.4388
16001,16,143,-577536,-266240,51.2672
16337,16,146,-602112,-266240,16.7002
16449,16,147,-610304,-266240,49.3840
16561,16,148,-618496,-266240,256.1020
16673,16,149,-626688,-266240,606.7024
1776,17,16,462848,-258048,153.6316
1888,17,17,454656,-258048,22.6322
3008,17,27,372736,-258048,2749.5598
3120,17,28,364544,-258048,12519.2946
3232,17,29,356352,-258048,3530.9427
3344,17,30,348160,-258048,1547.0689
3456,17,31,339968,-258048,2423.1720
3568,17,32,331776,-258048,1765.6601
3680,17,33,323584,-258048,51.7136
3792,17,34,315392,-258048,145.2056
3904,17,35,307200,-258048,692.8267
4016,17,36,299008,-258048,424.9958
4128,17,37,290816,-258048,464.4875
4240,17,38,282624,-258048,14.3206
4352,17,39,274432,-258048,542.0397
4464,17,40,266240,-258048,449.2711
4576,17,41,258048,-258048,453.8796
4688,17,42,249856,-258048,436.8338
4800,17,43,241664,-258048,349.7716
4912,17,44,233472,-258048,1963.3604
5024,17,45,225280,-258048,3743.2277
5136,17,46,217088,-258048,1651.5261
5248,17,47,208896,-258048,1245.8604
5360,17,48,200704,-258048,1651.8320
5472,17,49,192512,-258048,690.5648
5584,17,50,184320,-258048,584.1401
5696,17,51,176128,-258048,1026.7532
5808,17,52,167936,-258048,999.4990
5920,17,53,159744,-258048,2779.4394
6032,17,54,151552,-258048,2888.4565
6144,17,55,143360,-258048,2264.5286
6256,17,56,135168,-258048,3124.4466
6368,17,57,126976,-258048,3161.4173
6480,17,58,118784,-258048,1686.7090
6592,17,59,110592,-258048,484.5030
6704,17,60,102400,-258048,1539.1827
6816,17,61,94208,-258048,2442.1196
6928,17,62,86016,-258048,824.7411
7040,17,63,77824,-258048,1024.3112
7152,17,64,69632,-258048,1747.1498
7264,17,65,61440,-258048,2743.6875
7376,17,66,53248,-258048,2057.0704
7488,17,67,45056,-258048,1285.3730
7600,17,68,36864,-258048,2103.2186
7712,17,69,28672,-258048,2401.3592
7824,17,70,20480,-258048,1146.7338
7936,17,71,12288,-258048,1965.0187
8048,17,72,4096,-258048,3121.6888
8160,17,73,-4096,-258048,1583.7085
8272,17,74,-12288,-258048,2614.1474
8384,17,75,-20480,-258048,1142.0508
8496,17,76,-28672,-258048,128.5090
8608,17,77,-36864,-258048,1772.4419
8720,17,78,-45056,-258048,869.3281
8832,17,79,-53248,-258048,3838.7290
8944,17,80,-61440,-258048,1515.4651
9056,17,81,-69632,-258048,706.0475
9168,17,82,-77824,-258048,1932.0834
9280,17,83,-86016,-258048,1184.3550
9392,17,84,-94208,-258048,60.7727
9504,17,85,-102400,-258048,270.6241
9616,17,86,-110592,-258048,1684.3338
9840,17,88,-126976,-258048,115.1298
10064,17,90,-143360,-258048,10.2304
10176,17,91,-151552,-258048,1116.0062
10288,17,92,-159744,-258048,1721.0278
10400,17,93,-167936,-258048,433.8950
10512,17,94,-176128,-258048,671.7554
10624,17,95,-184320,-258048,19.7164
10736,17,96,-192512,-258048,908.3521
13200,17,118,-372736,-258048,10.6182
15328,17,137,-528384,-258048,820.1371
15440,17,138,-536576,-258048,670.9302
15552,17,139,-544768,-258048,1295.3207
15664,17,140,-552960,-258048,442.9083
15776,17,141,-561152,-258048,73.3053
15888,17,142,-569344,-258048,26.4749
16000,17,143,-577536,-258048,356.9484
16112,17,144,-585728,-258048,30.8620
16224,17,145,-593920,-258048,16.3830
16336,17,146,-602112,-258048,26.4899
16448,17,147,-610304,-258048,87.5741
16560,17,148,-618496,-258048,287.1039
16672,17,149,-626688,-258048,2535.5064
16784,17,150,-634880,-258048,3106.4967
16896,17,151,-643072,-258048,350.4972
1775,18,16,462848,-249856,290.3932
1887,18,17,454656,-249856,653.9158
1999,18,18,446464,-249856,10.2719
3007,18,27,372736,-249856,5728.5033
3119,18,28,364544,-249856,10102.2197
3231,18,29,356352,-249856,3982.0609
3343,18,30,348160,-249856,1524.2481
3455,18,31,339968,-249856,1035.9881
3567,18,32,331776,-249856,1321.1773
